id_nodo,latitud,longitud,tipo,estado
D082,-16.421154,-71.577125,cuadra,obstaculo
D083,-16.445541,-71.54689,cuadra,transitable
D084,-16.353738,-71.567886,tubo,transitable
D085,-16.388883,-71.571235,valvula,transitable
D086,-16.409621,-71.516942,tubo,transitable
D087,-16.425193,-71.549973,valvula,transitable
D088,-16.396889,-71.567897,bomba,obstaculo
D089,-16.402658,-71.567069,bomba,obstaculo
D090,-16.407095,-71.511876,tubo,transitable
D091,-16.357517,-71.53902,bomba,transitable
D092,-16.368658,-71.528339,bomba,transitable
D093,-16.41009,-71.510782,cuadra,transitable
D094,-16.395999,-71.530699,cuadra,transitable
D095,-16.392576,-71.590014,cuadra,transitable
D096,-16.439489,-71.535448,tubo,transitable
D097,-16.356885,-71.534891,valvula,transitable
D098,-16.447383,-71.523007,tubo,obstaculo
D099,-16.404098,-71.547032,bomba,transitable
D100,-16.431525,-71.592893,valvula,obstaculo
D0001,-16.442379,-71.577544,valvula,obstaculo
D0002,-16.430333,-71.511205,tubo,transitable
D0003,-16.440873,-71.51594,valvula,transitable
D0004,-16.420345,-71.517382,valvula,obstaculo
D0005,-16.427555,-71.524904,bomba,transitable
D0006,-16.442891,-71.5934,cuadra,transitable
D0007,-16.379557,-71.563411,cuadra,obstaculo
D0008,-16.431245,-71.556405,bomba,transitable
D0009,-16.396759,-71.52337,valvula,transitable
D0010,-16.420376,-71.535409,tubo,transitable
D0011,-16.43541,-71.554142,tubo,obstaculo
D0012,-16.446892,-71.519084,valvula,transitable
D0013,-16.395213,-71.528247,bomba,transitable
D0014,-16.410118,-71.580739,valvula,transitable
D0015,-16.400262,-71.561579,tubo,obstaculo
D0016,-16.365303,-71.580147,cuadra,obstaculo
D0017,-16.392089,-71.562433,tubo,obstaculo
D0018,-16.371201,-71.512095,tubo,transitable
D0019,-16.44693,-71.565723,bomba,transitable
D0020,-16.404853,-71.541746,bomba,transitable
D0021,-16.436676,-71.544715,bomba,transitable
D0022,-16.398346,-71.567609,tubo,obstaculo
D0023,-16.416853,-71.525045,bomba,transitable
D0024,-16.446151,-71.598085,valvula,transitable
D0025,-16.389247,-71.506454,tubo,obstaculo
D0026,-16.359832,-71.557609,valvula,transitable
D0027,-16.41414,-71.562238,tubo,transitable
D0028,-16.430098,-71.578881,cuadra,transitable
D0029,-16.376643,-71.59443,bomba,transitable
D0030,-16.430774,-71.506465,valvula,transitable
D0031,-16.391806,-71.514731,bomba,transitable
D0032,-16.384073,-71.573404,valvula,obstaculo
D0033,-16.418908,-71.561184,tubo,obstaculo
D0034,-16.421125,-71.509946,valvula,transitable
D0035,-16.421564,-71.575853,tubo,transitable
D0036,-16.353585,-71.533607,valvula,transitable
D0037,-16.397138,-71.573483,cuadra,transitable
D0038,-16.397952,-71.580931,tubo,transitable
D0039,-16.428256,-71.585255,valvula,transitable
D0040,-16.421932,-71.578351,tubo,transitable
D0041,-16.397641,-71.508391,cuadra,transitable
D0042,-16.408156,-71.539246,bomba,transitable
D0043,-16.388423,-71.54021,valvula,transitable
D0044,-16.44735,-71.570855,valvula,transitable
D0045,-16.36799,-71.539246,cuadra,transitable
D0046,-16.417759,-71.528085,bomba,obstaculo
D0047,-16.418302,-71.540201,bomba,transitable
D0048,-16.360392,-71.562864,tubo,transitable
D0049,-16.362346,-71.559944,tubo,obstaculo
D0050,-16.449794,-71.531832,cuadra,transitable
D0051,-16.430854,-71.50275,cuadra,transitable
D0052,-16.352243,-71.559788,cuadra,transitable
D0053,-16.424651,-71.533402,valvula,transitable
D0054,-16.419617,-71.534577,bomba,obstaculo
D0055,-16.351764,-71.546019,tubo,transitable
D0056,-16.387258,-71.514316,bomba,transitable
D0057,-16.352481,-71.551202,bomba,transitable
D0058,-16.435643,-71.557102,tubo,transitable
D0059,-16.411605,-71.567485,tubo,transitable
D0060,-16.384725,-71.563455,bomba,transitable
D0061,-16.418923,-71.515674,tubo,transitable
D0062,-16.442709,-71.552945,cuadra,transitable
D0063,-16.413823,-71.51196,tubo,transitable
D0064,-16.421564,-71.560821,valvula,obstaculo
D0065,-16.436643,-71.545492,valvula,transitable
D0066,-16.41681,-71.53846,valvula,obstaculo
D0067,-16.395966,-71.59226,tubo,transitable
D0068,-16.430126,-71.55265,cuadra,obstaculo
D0069,-16.369466,-71.502472,cuadra,transitable
D0070,-16.401748,-71.579029,bomba,transitable
D0071,-16.422439,-71.567094,bomba,obstaculo
D0072,-16.381198,-71.501574,valvula,transitable
D0073,-16.374816,-71.536876,tubo,transitable
D0074,-16.370495,-71.520668,tubo,transitable
D0075,-16.365433,-71.508574,tubo,transitable
D0076,-16.387003,-71.54281,bomba,transitable
D0077,-16.360102,-71.549181,tubo,transitable
D0078,-16.422929,-71.554745,bomba,transitable
D0079,-16.422414,-71.595312,valvula,transitable
D0080,-16.382954,-71.568507,bomba,transitable
D0081,-16.444207,-71.575025,bomba,obstaculo
D0082,-16.433375,-71.517282,tubo,transitable
D0083,-16.352364,-71.541754,cuadra,transitable
D0084,-16.368875,-71.533341,bomba,obstaculo
D0085,-16.445154,-71.570702,bomba,transitable
D0086,-16.428404,-71.593439,valvula,transitable
D0087,-16.441159,-71.581729,tubo,transitable
D0088,-16.386726,-71.556075,tubo,transitable
D0089,-16.437646,-71.521513,valvula,obstaculo
D0090,-16.392287,-71.565416,valvula,obstaculo
D0091,-16.411871,-71.559627,tubo,transitable
D0092,-16.416846,-71.519555,tubo,transitable
D0093,-16.428947,-71.519222,tubo,transitable
D0094,-16.381037,-71.598877,bomba,obstaculo
D0095,-16.369511,-71.549691,valvula,transitable
D0096,-16.355671,-71.504864,valvula,transitable
D0097,-16.353901,-71.52056,cuadra,transitable
D0098,-16.417425,-71.548004,bomba,transitable
D0099,-16.354792,-71.50041,tubo,transitable
D0100,-16.36548,-71.547445,tubo,transitable
D0101,-16.413043,-71.514662,bomba,obstaculo
D0102,-16.410266,-71.543343,bomba,transitable
D0103,-16.369757,-71.564777,bomba,transitable
D0104,-16.362897,-71.508232,cuadra,transitable
D0105,-16.367531,-71.553276,bomba,obstaculo
D0106,-16.423577,-71.500166,valvula,transitable
D0107,-16.388044,-71.579372,cuadra,transitable
D0108,-16.414296,-71.511267,cuadra,transitable
D0109,-16.400504,-71.554045,cuadra,transitable
D0110,-16.375786,-71.539213,valvula,obstaculo
D0111,-16.36494,-71.54645,cuadra,transitable
D0112,-16.415244,-71.52349,tubo,transitable
D0113,-16.397867,-71.582384,valvula,transitable
D0114,-16.433223,-71.518914,bomba,transitable
D0115,-16.449483,-71.578688,bomba,transitable
D0116,-16.440101,-71.517307,tubo,transitable
D0117,-16.389977,-71.592153,tubo,transitable
D0118,-16.403461,-71.534183,tubo,obstaculo
D0119,-16.351927,-71.534298,tubo,transitable
D0120,-16.362636,-71.501952,bomba,obstaculo
D0121,-16.431843,-71.585635,bomba,transitable
D0122,-16.364965,-71.587157,cuadra,transitable
D0123,-16.377834,-71.512349,valvula,transitable
D0124,-16.429429,-71.501134,cuadra,transitable
D0125,-16.437213,-71.589969,cuadra,transitable
D0126,-16.381668,-71.540864,valvula,transitable
D0127,-16.353373,-71.554791,cuadra,obstaculo
D0128,-16.362294,-71.509986,valvula,transitable
D0129,-16.387901,-71.598983,cuadra,transitable
D0130,-16.435661,-71.528862,cuadra,transitable
D0131,-16.400751,-71.523285,valvula,obstaculo
D0132,-16.439451,-71.529013,tubo,transitable
D0133,-16.402335,-71.530742,valvula,transitable
D0134,-16.407721,-71.566327,cuadra,obstaculo
D0135,-16.376036,-71.565888,bomba,transitable
D0136,-16.434551,-71.556787,tubo,transitable
D0137,-16.39915,-71.555472,tubo,transitable
D0138,-16.401914,-71.542093,cuadra,transitable
D0139,-16.372929,-71.503478,valvula,transitable
D0140,-16.359415,-71.583365,cuadra,obstaculo
D0141,-16.401107,-71.524088,tubo,transitable
D0142,-16.367502,-71.517782,valvula,transitable
D0143,-16.372185,-71.562104,tubo,transitable
D0144,-16.387107,-71.500406,tubo,obstaculo
D0145,-16.401493,-71.516927,tubo,transitable
D0146,-16.388302,-71.536271,cuadra,transitable
D0147,-16.362206,-71.552471,valvula,transitable
D0148,-16.412096,-71.510337,valvula,transitable
D0149,-16.417518,-71.584816,valvula,transitable
D0150,-16.384244,-71.514547,tubo,transitable
D0151,-16.37081,-71.576777,bomba,transitable
D0152,-16.424557,-71.586974,tubo,obstaculo
D0153,-16.396709,-71.51393,bomba,obstaculo
D0154,-16.373073,-71.545367,valvula,transitable
D0155,-16.438451,-71.511281,cuadra,transitable
D0156,-16.445702,-71.564256,bomba,obstaculo
D0157,-16.401243,-71.5653,bomba,obstaculo
D0158,-16.436562,-71.526546,tubo,transitable
D0159,-16.420568,-71.546624,tubo,obstaculo
D0160,-16.424566,-71.510605,valvula,transitable
D0161,-16.445879,-71.520426,bomba,transitable
D0162,-16.440125,-71.566206,valvula,transitable
D0163,-16.385241,-71.510589,cuadra,obstaculo
D0164,-16.435279,-71.530622,cuadra,transitable
D0165,-16.431207,-71.553214,valvula,obstaculo
D0166,-16.353496,-71.574116,tubo,obstaculo
D0167,-16.445227,-71.501186,bomba,obstaculo
D0168,-16.371919,-71.582191,tubo,transitable
D0169,-16.410826,-71.549302,valvula,transitable
D0170,-16.403857,-71.570124,tubo,transitable
D0171,-16.394311,-71.503944,tubo,transitable
D0172,-16.361115,-71.522675,valvula,obstaculo
D0173,-16.360669,-71.520279,valvula,transitable
D0174,-16.405031,-71.566638,cuadra,transitable
D0175,-16.369089,-71.592686,valvula,transitable
D0176,-16.381475,-71.567033,tubo,transitable
D0177,-16.440659,-71.532311,cuadra,transitable
D0178,-16.382122,-71.572524,tubo,transitable
D0179,-16.437829,-71.551979,cuadra,obstaculo
D0180,-16.350658,-71.538578,bomba,obstaculo
D0181,-16.382437,-71.582699,tubo,obstaculo
D0182,-16.43743,-71.508591,tubo,transitable
D0183,-16.376181,-71.584052,bomba,obstaculo
D0184,-16.398573,-71.507775,valvula,transitable
D0185,-16.378629,-71.553947,tubo,transitable
D0186,-16.411206,-71.518456,tubo,transitable
D0187,-16.382046,-71.520726,valvula,transitable
D0188,-16.394377,-71.534554,bomba,transitable
D0189,-16.387322,-71.535191,valvula,transitable
D0190,-16.441062,-71.550525,bomba,transitable
D0191,-16.363562,-71.517965,cuadra,transitable
D0192,-16.404324,-71.554713,valvula,obstaculo
D0193,-16.365628,-71.529898,cuadra,obstaculo
D0194,-16.438589,-71.544162,tubo,transitable
D0195,-16.428191,-71.514804,tubo,obstaculo
D0196,-16.38768,-71.545406,tubo,transitable
D0197,-16.356872,-71.56591,bomba,transitable
D0198,-16.36061,-71.534124,bomba,transitable
D0199,-16.42619,-71.576002,valvula,transitable
D0200,-16.417847,-71.558996,valvula,obstaculo
D0201,-16.378918,-71.524386,bomba,transitable
D0202,-16.417632,-71.569886,bomba,transitable
D0203,-16.394339,-71.570126,tubo,transitable
D0204,-16.364289,-71.574912,bomba,transitable
D0205,-16.367283,-71.564824,bomba,obstaculo
D0206,-16.397143,-71.52334,cuadra,obstaculo
D0207,-16.44952,-71.596654,tubo,transitable
D0208,-16.410494,-71.521564,tubo,transitable
D0209,-16.371538,-71.554886,tubo,transitable
D0210,-16.411143,-71.571868,valvula,obstaculo
D0211,-16.386129,-71.599866,tubo,transitable
D0212,-16.388982,-71.547635,cuadra,transitable
D0213,-16.397254,-71.574239,valvula,transitable
D0214,-16.392436,-71.578721,bomba,transitable
D0215,-16.436518,-71.591,valvula,obstaculo
D0216,-16.437978,-71.579485,valvula,transitable
D0217,-16.372568,-71.511422,valvula,transitable
D0218,-16.399103,-71.548056,tubo,obstaculo
D0219,-16.36836,-71.589129,bomba,obstaculo
D0220,-16.35245,-71.514564,valvula,transitable
D0221,-16.412343,-71.534515,tubo,transitable
D0222,-16.400621,-71.542582,valvula,transitable
D0223,-16.362907,-71.547851,cuadra,obstaculo
D0224,-16.428891,-71.51167,tubo,transitable
D0225,-16.449646,-71.573144,cuadra,transitable
D0226,-16.449181,-71.56521,cuadra,transitable
D0227,-16.412101,-71.50377,bomba,obstaculo
D0228,-16.372115,-71.552737,bomba,transitable
D0229,-16.402036,-71.50552,cuadra,transitable
D0230,-16.438355,-71.536824,valvula,transitable
D0231,-16.365758,-71.546273,cuadra,obstaculo
D0232,-16.422813,-71.549704,cuadra,obstaculo
D0233,-16.374248,-71.553165,bomba,transitable
D0234,-16.416618,-71.530153,bomba,obstaculo
D0235,-16.36207,-71.546003,cuadra,obstaculo
D0236,-16.35865,-71.579078,valvula,transitable
D0237,-16.379648,-71.517936,bomba,transitable
D0238,-16.355258,-71.517928,bomba,transitable
D0239,-16.358764,-71.580821,bomba,transitable
D0240,-16.353231,-71.58935,tubo,transitable
D0241,-16.424426,-71.556636,cuadra,obstaculo
D0242,-16.424741,-71.592003,bomba,obstaculo
D0243,-16.421364,-71.557322,bomba,transitable
D0244,-16.401875,-71.505401,bomba,transitable
D0245,-16.388362,-71.569941,valvula,transitable
D0246,-16.353309,-71.577029,tubo,transitable
D0247,-16.400157,-71.523259,valvula,obstaculo
D0248,-16.419197,-71.599671,cuadra,transitable
D0249,-16.393463,-71.583552,tubo,obstaculo
D0250,-16.39734,-71.518373,tubo,transitable
D0251,-16.376624,-71.524877,bomba,obstaculo
D0252,-16.426013,-71.523751,cuadra,transitable
D0253,-16.352585,-71.556607,cuadra,transitable
D0254,-16.396031,-71.503085,bomba,transitable
D0255,-16.360507,-71.564682,valvula,obstaculo
D0256,-16.446428,-71.58927,cuadra,transitable
D0257,-16.382368,-71.549759,cuadra,transitable
D0258,-16.371257,-71.59974,valvula,transitable
D0259,-16.401514,-71.540529,bomba,transitable
D0260,-16.357697,-71.560682,bomba,obstaculo
D0261,-16.376047,-71.547106,valvula,transitable
D0262,-16.406682,-71.509381,bomba,obstaculo
D0263,-16.391228,-71.592042,cuadra,transitable
D0264,-16.42005,-71.514582,valvula,transitable
D0265,-16.380725,-71.598095,tubo,transitable
D0266,-16.372465,-71.52318,valvula,transitable
D0267,-16.405793,-71.583677,valvula,transitable
D0268,-16.378079,-71.52291,valvula,transitable
D0269,-16.365166,-71.587487,bomba,transitable
D0270,-16.386429,-71.586327,valvula,transitable
D0271,-16.425363,-71.572704,valvula,transitable
D0272,-16.387983,-71.573206,bomba,obstaculo
D0273,-16.401887,-71.548659,tubo,transitable
D0274,-16.366955,-71.525269,tubo,transitable
D0275,-16.389566,-71.521548,bomba,transitable
D0276,-16.350802,-71.510732,valvula,transitable
D0277,-16.440597,-71.564983,bomba,transitable
D0278,-16.384393,-71.586046,valvula,transitable
D0279,-16.400046,-71.593294,valvula,transitable
D0280,-16.387299,-71.569051,cuadra,transitable
D0281,-16.391252,-71.536279,bomba,obstaculo
D0282,-16.368782,-71.501589,bomba,transitable
D0283,-16.393213,-71.520012,cuadra,transitable
D0284,-16.352967,-71.532478,bomba,transitable
D0285,-16.443012,-71.516225,cuadra,obstaculo
D0286,-16.355767,-71.564187,cuadra,transitable
D0287,-16.437469,-71.540885,tubo,transitable
D0288,-16.363386,-71.506702,cuadra,transitable
D0289,-16.418825,-71.51571,cuadra,obstaculo
D0290,-16.386869,-71.553734,bomba,transitable
D0291,-16.387168,-71.569179,valvula,obstaculo
D0292,-16.363593,-71.57362,bomba,transitable
D0293,-16.417459,-71.538906,tubo,transitable
D0294,-16.356153,-71.537273,tubo,transitable
D0295,-16.40196,-71.565205,tubo,obstaculo
D0296,-16.423066,-71.593884,tubo,transitable
D0297,-16.436361,-71.559658,bomba,transitable
D0298,-16.397689,-71.540448,bomba,transitable
D0299,-16.386395,-71.578307,valvula,obstaculo
D0300,-16.364074,-71.550769,cuadra,transitable
D0301,-16.439926,-71.533022,bomba,transitable
D0302,-16.438536,-71.559377,valvula,transitable
D0303,-16.380858,-71.562415,valvula,transitable
D0304,-16.436082,-71.568768,valvula,transitable
D0305,-16.369924,-71.56391,tubo,obstaculo
D0306,-16.43812,-71.548593,valvula,transitable
D0307,-16.360941,-71.530786,tubo,transitable
D0308,-16.413739,-71.570551,tubo,transitable
D0309,-16.397697,-71.535592,cuadra,transitable
D0310,-16.427135,-71.599935,valvula,transitable
D0311,-16.435609,-71.577873,valvula,obstaculo
D0312,-16.377231,-71.524963,valvula,transitable
D0313,-16.437416,-71.514232,bomba,transitable
D0314,-16.373647,-71.50732,bomba,transitable
D0315,-16.376437,-71.556168,bomba,obstaculo
D0316,-16.425315,-71.597981,tubo,transitable
D0317,-16.409608,-71.509784,tubo,transitable
D0318,-16.403875,-71.533439,bomba,transitable
D0319,-16.421592,-71.556298,valvula,transitable
D0320,-16.435487,-71.530928,valvula,transitable
D0321,-16.385031,-71.589054,bomba,transitable
D0322,-16.442107,-71.584591,bomba,transitable
D0323,-16.400258,-71.516717,tubo,transitable
D0324,-16.398392,-71.539371,valvula,transitable
D0325,-16.358329,-71.514446,bomba,obstaculo
D0326,-16.433561,-71.566852,tubo,obstaculo
D0327,-16.422273,-71.583708,valvula,obstaculo
D0328,-16.358337,-71.592339,cuadra,transitable
D0329,-16.360138,-71.559015,cuadra,obstaculo
D0330,-16.435542,-71.558354,cuadra,transitable
D0331,-16.41384,-71.559634,tubo,obstaculo
D0332,-16.377307,-71.528646,tubo,transitable
D0333,-16.381302,-71.516324,tubo,obstaculo
D0334,-16.403915,-71.587479,cuadra,obstaculo
D0335,-16.437078,-71.598209,bomba,transitable
D0336,-16.443931,-71.584088,bomba,transitable
D0337,-16.364087,-71.525082,tubo,transitable
D0338,-16.435893,-71.579736,tubo,obstaculo
D0339,-16.42135,-71.561351,bomba,transitable
D0340,-16.384223,-71.506481,tubo,obstaculo
D0341,-16.436009,-71.533351,bomba,transitable
D0342,-16.411743,-71.554122,bomba,obstaculo
D0343,-16.421923,-71.592332,bomba,transitable
D0344,-16.376224,-71.541993,valvula,transitable
D0345,-16.386096,-71.518212,valvula,transitable
D0346,-16.379205,-71.592527,valvula,transitable
D0347,-16.430916,-71.579027,valvula,transitable
D0348,-16.442867,-71.506573,cuadra,obstaculo
D0349,-16.366402,-71.530221,bomba,transitable
D0350,-16.440908,-71.544313,tubo,transitable
D0351,-16.395747,-71.538937,cuadra,transitable
D0352,-16.444646,-71.527105,valvula,transitable
D0353,-16.447638,-71.53071,valvula,transitable
D0354,-16.358208,-71.5996,valvula,transitable
D0355,-16.389036,-71.586717,tubo,obstaculo
D0356,-16.370941,-71.540829,tubo,transitable
D0357,-16.42566,-71.526317,bomba,transitable
D0358,-16.365065,-71.510134,valvula,transitable
D0359,-16.421833,-71.552375,valvula,transitable
D0360,-16.379873,-71.526453,cuadra,transitable
D0361,-16.359818,-71.591829,cuadra,transitable
D0362,-16.433986,-71.566745,bomba,transitable
D0363,-16.399798,-71.599069,tubo,transitable
D0364,-16.442702,-71.549484,cuadra,transitable
D0365,-16.440941,-71.545757,bomba,transitable
D0366,-16.365085,-71.544755,cuadra,obstaculo
D0367,-16.39737,-71.531295,valvula,obstaculo
D0368,-16.409966,-71.595402,tubo,transitable
D0369,-16.400845,-71.517251,bomba,transitable
D0370,-16.353496,-71.585405,cuadra,obstaculo
D0371,-16.44969,-71.54993,cuadra,transitable
D0372,-16.399741,-71.53776,tubo,transitable
D0373,-16.412721,-71.526421,tubo,transitable
D0374,-16.397577,-71.54395,tubo,transitable
D0375,-16.445279,-71.504487,bomba,transitable
D0376,-16.350856,-71.515817,cuadra,transitable
D0377,-16.380726,-71.503613,valvula,obstaculo
D0378,-16.443711,-71.584325,bomba,obstaculo
D0379,-16.425931,-71.57262,valvula,transitable
D0380,-16.400774,-71.573409,cuadra,transitable
D0381,-16.385407,-71.599402,tubo,transitable
D0382,-16.434327,-71.517962,valvula,transitable
D0383,-16.415367,-71.527334,cuadra,transitable
D0384,-16.440862,-71.51655,tubo,transitable
D0385,-16.422014,-71.524614,valvula,transitable
D0386,-16.41396,-71.577797,valvula,transitable
D0387,-16.399894,-71.596362,valvula,obstaculo
D0388,-16.448448,-71.519703,valvula,transitable
D0389,-16.368444,-71.538023,tubo,transitable
D0390,-16.425789,-71.550392,tubo,transitable
D0391,-16.44351,-71.535612,bomba,obstaculo
D0392,-16.368001,-71.568134,valvula,obstaculo
D0393,-16.424746,-71.573145,bomba,transitable
D0394,-16.42625,-71.541085,valvula,transitable
D0395,-16.353535,-71.581196,cuadra,transitable
D0396,-16.377842,-71.590725,valvula,transitable
D0397,-16.357834,-71.593594,cuadra,obstaculo
D0398,-16.427484,-71.583746,valvula,transitable
D0399,-16.368844,-71.578934,tubo,transitable
D0400,-16.44572,-71.593033,tubo,transitable
D001,-16.388206,-71.538666,valvula,transitable
D002,-16.388391,-71.541445,valvula,obstaculo
D003,-16.420421,-71.511662,valvula,transitable
D004,-16.417403,-71.565565,tubo,transitable
D005,-16.439253,-71.52295,bomba,transitable
D006,-16.383329,-71.504724,cuadra,obstaculo
D007,-16.411608,-71.50244,cuadra,transitable
D008,-16.388179,-71.569274,bomba,transitable
D009,-16.440954,-71.537791,bomba,transitable
D010,-16.407755,-71.500182,bomba,transitable
D011,-16.356366,-71.518917,valvula,transitable
D012,-16.351143,-71.525743,tubo,transitable
D013,-16.355018,-71.50403,tubo,transitable
D014,-16.42794,-71.513096,bomba,transitable
D015,-16.387131,-71.534102,bomba,transitable
D016,-16.35051,-71.566819,tubo,transitable
D017,-16.375665,-71.510298,cuadra,transitable
D018,-16.40158,-71.534374,tubo,transitable
D019,-16.404724,-71.593781,bomba,transitable
D020,-16.425531,-71.575563,bomba,transitable
D021,-16.446723,-71.542851,bomba,obstaculo
D022,-16.430642,-71.584859,valvula,transitable
D023,-16.380315,-71.532046,valvula,transitable
D024,-16.398439,-71.57883,cuadra,obstaculo
D025,-16.356164,-71.588422,bomba,transitable
D026,-16.43865,-71.539433,bomba,transitable
D027,-16.357431,-71.544947,cuadra,transitable
D028,-16.403182,-71.575129,valvula,transitable
D029,-16.370767,-71.534992,cuadra,transitable
D030,-16.437814,-71.532558,valvula,transitable
D031,-16.438241,-71.552357,tubo,obstaculo
D032,-16.377841,-71.555083,tubo,transitable
D033,-16.387547,-71.585104,bomba,obstaculo
D034,-16.422433,-71.586793,cuadra,transitable
D035,-16.35227,-71.529333,tubo,transitable
D036,-16.380355,-71.509904,valvula,transitable
D037,-16.374946,-71.503741,valvula,transitable
D038,-16.406639,-71.582467,valvula,transitable
D039,-16.412465,-71.589768,bomba,transitable
D040,-16.410315,-71.501039,valvula,transitable
D041,-16.420701,-71.547695,valvula,transitable
D042,-16.422957,-71.519261,cuadra,obstaculo
D043,-16.405821,-71.561782,tubo,transitable
D044,-16.410808,-71.572135,cuadra,transitable
D045,-16.411185,-71.530693,tubo,obstaculo
D046,-16.366515,-71.577525,valvula,obstaculo
D047,-16.396763,-71.519649,valvula,transitable
D048,-16.374797,-71.501758,bomba,transitable
D049,-16.427123,-71.562638,valvula,obstaculo
D050,-16.428556,-71.59499,cuadra,obstaculo
D051,-16.393079,-71.528978,tubo,transitable
D052,-16.420405,-71.569912,tubo,transitable
D053,-16.445155,-71.593864,valvula,transitable
D054,-16.363483,-71.545266,cuadra,transitable
D055,-16.36875,-71.524749,cuadra,transitable
D056,-16.401236,-71.555411,valvula,transitable
D057,-16.400627,-71.509403,cuadra,transitable
D058,-16.373378,-71.557183,bomba,transitable
D059,-16.404967,-71.546782,bomba,obstaculo
D060,-16.393087,-71.505815,cuadra,obstaculo
D061,-16.406801,-71.584019,cuadra,transitable
D062,-16.350853,-71.587559,cuadra,transitable
D063,-16.368327,-71.584054,cuadra,transitable
D064,-16.442794,-71.508111,valvula,transitable
D065,-16.415356,-71.540669,valvula,obstaculo
D066,-16.38051,-71.544333,bomba,transitable
D067,-16.447512,-71.569592,valvula,transitable
D068,-16.358984,-71.584549,bomba,transitable
D069,-16.372363,-71.599257,bomba,transitable
D070,-16.410886,-71.535374,bomba,transitable
D071,-16.416196,-71.545838,tubo,transitable
D072,-16.386817,-71.595316,tubo,transitable
D073,-16.438405,-71.58501,bomba,transitable
D074,-16.38176,-71.574527,cuadra,transitable
D075,-16.363086,-71.526882,valvula,transitable
D076,-16.403142,-71.552921,cuadra,transitable
D077,-16.411931,-71.56339,valvula,obstaculo
D078,-16.407206,-71.597572,cuadra,transitable
D079,-16.379982,-71.526567,tubo,transitable
D080,-16.372874,-71.547546,tubo,transitable
D081,-16.424327,-71.525367,cuadra,transitable
D082,-16.356171,-71.546558,tubo,transitable
D083,-16.431116,-71.51354,tubo,transitable
D084,-16.357718,-71.557015,cuadra,transitable
D085,-16.385775,-71.500708,valvula,transitable
D086,-16.390026,-71.59967,valvula,transitable
D087,-16.355172,-71.520397,bomba,transitable
D088,-16.367054,-71.596608,cuadra,obstaculo
D089,-16.354054,-71.560239,cuadra,transitable
D090,-16.374815,-71.550139,tubo,obstaculo
D091,-16.417139,-71.503285,cuadra,transitable
D092,-16.413308,-71.587288,tubo,transitable
D093,-16.402955,-71.590485,bomba,transitable
D094,-16.393837,-71.567702,cuadra,transitable
D095,-16.427635,-71.588398,bomba,transitable
D096,-16.366043,-71.548522,valvula,transitable
D097,-16.361302,-71.566268,cuadra,obstaculo
D098,-16.427592,-71.505689,cuadra,transitable
D099,-16.389953,-71.500836,bomba,obstaculo
D100,-16.435255,-71.599174,tubo,transitable
D001,-16.381668,-71.579361,cuadra,transitable
D002,-16.370202,-71.538071,valvula,transitable
D003,-16.375178,-71.545725,valvula,transitable
D004,-16.447002,-71.538234,cuadra,transitable
D005,-16.400676,-71.55711,cuadra,transitable
D006,-16.369586,-71.577025,valvula,transitable
D007,-16.436359,-71.527262,cuadra,transitable
D008,-16.41634,-71.528821,valvula,transitable
D009,-16.389408,-71.576269,cuadra,obstaculo
D010,-16.394306,-71.589801,valvula,obstaculo
D011,-16.434694,-71.536372,valvula,transitable
D012,-16.380463,-71.500589,cuadra,transitable
D013,-16.404592,-71.557839,bomba,obstaculo
D014,-16.366651,-71.543684,valvula,transitable
D015,-16.386268,-71.545256,tubo,obstaculo
D016,-16.360597,-71.580169,tubo,transitable
D017,-16.383757,-71.571874,bomba,obstaculo
D018,-16.370633,-71.594057,bomba,transitable
D019,-16.444068,-71.574556,valvula,obstaculo
D020,-16.385805,-71.562228,bomba,transitable
D021,-16.432501,-71.589738,valvula,transitable
D022,-16.413964,-71.518791,valvula,transitable
D023,-16.392956,-71.589245,valvula,transitable
D024,-16.440145,-71.506133,valvula,transitable
D025,-16.424955,-71.533713,bomba,transitable
D026,-16.412854,-71.546487,bomba,transitable
D027,-16.370629,-71.541399,valvula,transitable
D028,-16.388352,-71.578441,tubo,obstaculo
D029,-16.430509,-71.528858,bomba,transitable
D030,-16.388207,-71.51065,valvula,obstaculo
D031,-16.444638,-71.595334,bomba,transitable
D032,-16.435665,-71.593493,valvula,transitable
D033,-16.419086,-71.519786,valvula,transitable
D034,-16.419659,-71.555873,cuadra,transitable
D035,-16.368132,-71.578115,cuadra,transitable
D036,-16.383347,-71.564643,bomba,obstaculo
D037,-16.388469,-71.596221,valvula,obstaculo
D038,-16.392829,-71.531805,tubo,transitable
D039,-16.420393,-71.554014,cuadra,transitable
D040,-16.388642,-71.570013,valvula,obstaculo
D041,-16.361298,-71.510215,cuadra,obstaculo
D042,-16.395876,-71.540462,cuadra,transitable
D043,-16.395556,-71.557501,cuadra,transitable
D044,-16.40743,-71.523322,tubo,obstaculo
D045,-16.368034,-71.564289,cuadra,transitable
D046,-16.421272,-71.558942,bomba,transitable
D047,-16.400161,-71.572164,tubo,obstaculo
D048,-16.36968,-71.542279,bomba,obstaculo
D049,-16.434777,-71.550299,cuadra,obstaculo
D050,-16.410526,-71.583724,valvula,transitable
D051,-16.372815,-71.564256,bomba,transitable
D052,-16.399368,-71.515458,bomba,obstaculo
D053,-16.374239,-71.594739,bomba,transitable
